Region ,Market,Maize (Min Price),Maize (Max Price),Date
Mara,Musoma,"90,000","90,000","04th December, 2023"
Manyara,Manyara,"80,000","102,000","04th December, 2023"
Mbeya,Mbeya,"80,000","80,000","04th December, 2023"
Ruvuma,Songea,"58,000","62,000","04th December, 2023"
Shinyanga,Shinyanga,"110,000","120,000","04th December, 2023"
Dar es saalam,Ilala,"100,000","100,000","04th December, 2023"
Mwanza,Mwanza,"85,000","100,000","04th December, 2023"
Rukwa,Sumbawanga,"65,000","75,000","04th December, 2023"
Kilimanjaro,Moshi,"90,000","95,000","06th December, 2023"
Singida,Singida,"65,000","70,000","06th December, 2023"
Arusha,Arusha,"73,000","75,000","06th December, 2023"
Dodoma,Majengo,"67,000","72,000","06th December, 2023"
Morogoro,Morogoro,"75,800","78,200","06th December, 2023"
Mtwara,Mtwara Dc,"75,000","85,000","06th December, 2023"
Iringa,Iringa,"70,000","80,000","06th December, 2023"
Tanga,Tanga,"73,000","75,000","06th December, 2023"
Tabora,Tabora,"96,000","98,000","06th December, 2023"
Kagera,Bukoba,"90,000","95,000","06th December, 2023"
Mara,Musoma,"90,000","90,000","06th December, 2023"
Manyara,Manyara,"80,000","102,000","06th December, 2023"
Mbeya,Mbeya,"80,000","80,000","06th December, 2023"
Ruvuma,Songea,"55,000","62,000","06th December, 2023"
Shinyanga,Shinyanga,"100,000","120,000","06th December, 2023"
Dar es saalam,Ilala,"100,000","100,000","06th December, 2023"
Mwanza,Mwanza,"85,000","100,000","06th December, 2023"
Rukwa,Sumbawanga,"65,000","75,000","06th December, 2023"
Kilimanjaro,Moshi,"90,000","95,000","08th December, 2023"
Singida,Singida,"65,000","70,000","08th December, 2023"
Arusha,Arusha,"73,000","75,000","08th December, 2023"
Dodoma,Majengo,"65,000","72,000","08th December, 2023"
Morogoro,Morogoro,"75,800","78,200","08th December, 2023"
Mtwara,Mtwara Dc,"95,000","100,000","08th December, 2023"
Iringa,Iringa,"70,000","80,000","08th December, 2023"
Tanga,Tanga,"73,000","75,000","08th December, 2023"
Tabora,Tabora,"96,000","98,000","08th December, 2023"
Kagera,Bukoba,"85,000","95,000","08th December, 2023"
Mara,Musoma,"90,000","90,000","08th December, 2023"
Manyara,Manyara,"80,000","102,000","08th December, 2023"
Mbeya,Mbeya,"80,000","80,000","08th December, 2023"
Ruvuma,Songea,"50,000","56,000","08th December, 2023"
Shinyanga,Shinyanga,"100,000","120,000","08th December, 2023"
Dar es saalam,Ilala,"100,000","100,000","08th December, 2023"
Mwanza,Mwanza,"85,000","100,000","08th December, 2023"
Rukwa,Sumbawanga,"65,000","75,000","08th December, 2023"
Kilimanjaro,Moshi,"90,000","95,000","11th December, 2023"
Singida,Singida,"65,000","70,000","11th December, 2023"
Arusha,Arusha,"73,000","75,000","11th December, 2023"
Dodoma,Majengo,"70,000","73,000","11th December, 2023"
Morogoro,Morogoro,"75,800","78,200","11th December, 2023"
Mtwara,Mtwara Dc,"95,000","100,000","11th December, 2023"
Iringa,Iringa,"70,000","80,000","11th December, 2023"
Tanga,Tanga,"73,000","75,000","11th December, 2023"
Tabora,Tabora,"96,000","98,000","11th December, 2023"
Kagera,Bukoba,"85,000","90,000","11th December, 2023"
Mara,Musoma,"90,000","90,000","11th December, 2023"
Manyara,Manyara,"80,000","102,000","11th December, 2023"
Mbeya,Mbeya,"80,000","80,000","11th December, 2023"
Ruvuma,Songea,"50,000","50,000","11th December, 2023"
Shinyanga,Shinyanga,"100,000","120,000","11th December, 2023"
Dar es saalam,Ilala,"100,000","100,000","11th December, 2023"
Mwanza,Mwanza,"75,000","90,000","11th December, 2023"
Rukwa,Sumbawanga,"65,000","75,000","11th December, 2023"
Kilimanjaro,Moshi,"90,000","95,000","13th December, 2023"
Singida,Singida,"65,000","70,000","13th December, 2023"
Arusha,Arusha,"73,000","75,000","13th December, 2023"
Dodoma,Majengo,"72,000","73,000","13th December, 2023"
Morogoro,Morogoro,"75,800","78,200","13th December, 2023"
Mtwara,Mtwara Dc,"95,000","100,000","13th December, 2023"
Iringa,Iringa,"70,000","80,000","13th December, 2023"
Tanga,Tanga,"100,000","100,000","13th December, 2023"
Tabora,Tabora,"78,000","82,000","13th December, 2023"
Kagera,Bukoba,"85,000","100,000","13th December, 2023"
Mara,Musoma,"90,000","90,000","13th December, 2023"
Manyara,Manyara,"80,000","102,000","13th December, 2023"
Mbeya,Mbeya,"80,000","80,000","13th December, 2023"
Ruvuma,Songea,"50,000","56,000","13th December, 2023"
Shinyanga,Shinyanga,"100,000","120,000","13th December, 2023"
Dar es saalam,Ilala,"100,000","100,000","13th December, 2023"
Mwanza,Mwanza,"75,000","90,000","13th December, 2023"
Rukwa,Sumbawanga,"65,000","70,000","13th December, 2023"
Kilimanjaro,Moshi,"90,000","95,000","13th December, 2023"
Singida,Singida,"65,000","70,000","13th December, 2023"
Arusha,Arusha,"73,000","75,000","13th December, 2023"
Dodoma,Majengo,"72,000","73,000","13th December, 2023"
Morogoro,Morogoro,"75,800","78,200","13th December, 2023"
Mtwara,Mtwara Dc,"95,000","100,000","13th December, 2023"
Iringa,Iringa,"70,000","80,000","13th December, 2023"
Tanga,Tanga,"100,000","100,000","13th December, 2023"
Tabora,Tabora,"78,000","82,000","13th December, 2023"
Kagera,Bukoba,"85,000","100,000","13th December, 2023"
Mara,Musoma,"90,000","90,000","13th December, 2023"
Manyara,Manyara,"80,000","102,000","13th December, 2023"
Mbeya,Mbeya,"80,000","80,000","13th December, 2023"
Ruvuma,Songea,"50,000","56,000","13th December, 2023"
Shinyanga,Shinyanga,"100,000","120,000","13th December, 2023"
Dar es saalam,Ilala,"100,000","100,000","13th December, 2023"
Mwanza,Mwanza,"75,000","90,000","13th December, 2023"
Rukwa,Sumbawanga,"65,000","70,000","13th December, 2023"
Kilimanjaro,Moshi,"85,000","85,000","18th December, 2023"
Singida,Singida,"70,000","75,000","18th December, 2023"
Arusha,Arusha,"73,000","75,000","18th December, 2023"
Dodoma,Majengo,"76,000","95,000","18th December, 2023"
Morogoro,Morogoro,"105,000","110,000","18th December, 2023"
Mtwara,Mtwara Dc,"85,000","100,000","18th December, 2023"
Iringa,Iringa,"70,000","80,000","18th December, 2023"
Tanga,Tanga,"100,000","100,000","18th December, 2023"
Tabora,Tabora,"78,000","82,000","18th December, 2023"
Kagera,Bukoba,"80,000","95,000","18th December, 2023"
Mara,Musoma,"90,000","90,000","18th December, 2023"
Manyara,Manyara,"80,000","102,000","18th December, 2023"
Mbeya,Mbeya,"80,000","80,000","18th December, 2023"
Ruvuma,Songea,"50,000","55,000","18th December, 2023"
Shinyanga,Shinyanga,"100,000","120,000","18th December, 2023"
Dar es saalam,Ilala,"73,000","75,000","18th December, 2023"
Mwanza,Mwanza,"75,000","95,000","18th December, 2023"
Pwani,Pwani,"110,000","114,000","18th December, 2023"
Simiyu,Bariadi TC,"84,000","85,000","18th December, 2023"
Kigoma,Kigoma,"72,200","72,000","18th December, 2023"
Rukwa,Sumbawanga,"65,000","65,000","18th December, 2023"
Dar es saalam,Ilala,"73,000","75,000","20th December, 2023"
Dar es saalam,Temeke,"80,000","130,000","20th December, 2023"
Kilimanjaro,Moshi,"85,000","85,000","20th December, 2023"
Singida,Singida,"70,000","75,000","20th December, 2023"
Arusha,Arusha,"72,000","75,000","20th December, 2023"
Dodoma,Majengo,"76,000","95,000","20th December, 2023"
Morogoro,Morogoro,"105,000","110,000","20th December, 2023"
Mtwara,Mtwara Dc,"85,000","100,000","20th December, 2023"
Lindi,Lindi Mc,"90,000","100,000","20th December, 2023"
Iringa,Iringa,"70,000","80,000","20th December, 2023"
Tanga,Tanga,"110,000","110,000","20th December, 2023"
Tabora,Tabora,"78,000","82,000","20th December, 2023"
Kagera,Bukoba,"80,000","95,000","20th December, 2023"
Mara,Musoma,"90,000","90,000","20th December, 2023"
Katavi,Mpimbwe,"75,000","75,000","20th December, 2023"
Manyara,Manyara,"80,000","102,000","20th December, 2023"
Mbeya,Mbeya,"80,000","80,000","20th December, 2023"
Ruvuma,Songea,"50,000","55,000","20th December, 2023"
Shinyanga,Shinyanga,"100,000","120,000","20th December, 2023"
Mwanza,Mwanza,"75,000","95,000","20th December, 2023"
Pwani,Pwani,"110,000","114,000","20th December, 2023"
Simiyu,Bariadi TC,"90,000","90,000","20th December, 2023"
Kigoma,Kigoma,"72,200","72,200","20th December, 2023"
Rukwa,Sumbawanga,"65,000","65,000","20th December, 2023"
Dar es saalam,Ilala,"73,000","75,000","20th December, 2023"
Dar es saalam,Temeke,"80,000","130,000","20th December, 2023"
Kilimanjaro,Moshi,"85,000","85,000","20th December, 2023"
Singida,Singida,"70,000","75,000","20th December, 2023"
Arusha,Arusha,"72,000","75,000","20th December, 2023"
Dodoma,Majengo,"76,000","95,000","20th December, 2023"
Morogoro,Morogoro,"105,000","110,000","20th December, 2023"
Mtwara,Mtwara Dc,"85,000","100,000","20th December, 2023"
Lindi,Lindi Mc,"90,000","100,000","20th December, 2023"
Iringa,Iringa,"70,000","80,000","20th December, 2023"
Tanga,Tanga,"110,000","110,000","20th December, 2023"
Tabora,Tabora,"78,000","82,000","20th December, 2023"
Kagera,Bukoba,"80,000","95,000","20th December, 2023"
Mara,Musoma,"90,000","90,000","20th December, 2023"
Katavi,Mpimbwe,"75,000","75,000","20th December, 2023"
Manyara,Manyara,"80,000","102,000","20th December, 2023"
Mbeya,Mbeya,"80,000","80,000","20th December, 2023"
Ruvuma,Songea,"50,000","55,000","20th December, 2023"
Shinyanga,Shinyanga,"100,000","120,000","20th December, 2023"
Mwanza,Mwanza,"75,000","95,000","20th December, 2023"
Pwani,Pwani,"110,000","114,000","20th December, 2023"
Simiyu,Bariadi TC,"90,000","90,000","20th December, 2023"
Kigoma,Kigoma,"72,200","72,200","20th December, 2023"
Rukwa,Sumbawanga,"65,000","65,000","20th December, 2023"
Dar es saalam,Ilala,"74,000","75,000","22nd December, 2023"
Dar es saalam,Temeke,"80,000","130,000","22nd December, 2023"
Kilimanjaro,Moshi,"85,000","85,000","22nd December, 2023"
Singida,Singida,"70,000","75,000","22nd December, 2023"
Arusha,Arusha,"70,000","72,000","22nd December, 2023"
Dodoma,Majengo,"76,000","95,000","22nd December, 2023"
Morogoro,Morogoro,"105,000","110,000","22nd December, 2023"
Mtwara,Mtwara Dc,"85,000","100,000","22nd December, 2023"
Lindi,Lindi Mc,"90,000","100,000","22nd December, 2023"
Iringa,Iringa,"70,000","80,000","22nd December, 2023"
Tanga,Tanga,"110,000","110,000","22nd December, 2023"
Tabora,Tabora,"78,000","82,000","22nd December, 2023"
Geita,Geita,"95,000","95,000","22nd December, 2023"
Kagera,Bukoba,"80,000","95,000","22nd December, 2023"
Mara,Musoma,"90,000","90,000","22nd December, 2023"
Katavi,Mpimbwe,"75,000","75,000","22nd December, 2023"
Manyara,Manyara,"80,000","102,000","22nd December, 2023"
Mbeya,Mbeya,"80,000","80,000","22nd December, 2023"
Ruvuma,Songea,"50,000","55,000","22nd December, 2023"
Shinyanga,Shinyanga,"100,000","120,000","22nd December, 2023"
Mwanza,Mwanza,"75,000","95,000","22nd December, 2023"
Pwani,Pwani,"110,000","114,000","22nd December, 2023"
Simiyu,Bariadi TC,"90,000","90,000","22nd December, 2023"
Kigoma,Kigoma,"72,200","72,200","22nd December, 2023"
Rukwa,Sumbawanga,"65,000","65,000","22nd December, 2023"
Dar es saalam,Ilala,"75,000","80,000","03rd January, 2024"
Dar es saalam,Temeke,"80,000","90,000","03rd January, 2024"
Kilimanjaro,Moshi,"85,000","85,000","03rd January, 2024"
Singida,Singida,"65,000","75,000","03rd January, 2024"
Arusha,Arusha,"72,000","73,000","03rd January, 2024"
Dodoma,Majengo,"68,000","71,000","03rd January, 2024"
Morogoro,Morogoro,"105,000","110,000","03rd January, 2024"
Mtwara,Mtwara Dc,"85,000","90,000","03rd January, 2024"
Lindi,Lindi Mc,"100,000","120,000","03rd January, 2024"
Iringa,Iringa,"70,000","80,000","03rd January, 2024"
Tanga,Tanga,"110,000","110,000","03rd January, 2024"
Tabora,Tabora,"78,000","82,000","03rd January, 2024"
Geita,Geita,"92,500","92,500","03rd January, 2024"
Kagera,Bukoba,"85,000","95,000","03rd January, 2024"
Mara,Musoma,"90,000","90,000","03rd January, 2024"
Katavi,Mpimbwe,"75,000","75,000","03rd January, 2024"
Manyara,Manyara,"80,000","102,000","03rd January, 2024"
Mbeya,Mbeya,"80,000","80,000","03rd January, 2024"
Ruvuma,Songea,"50,000","55,000","03rd January, 2024"
Shinyanga,Shinyanga,"100,000","120,000","03rd January, 2024"
Mwanza,Mwanza,"80,000","90,000","03rd January, 2024"
Pwani,Pwani,"110,000","114,000","03rd January, 2024"
Simiyu,Bariadi TC,"93,000","96,000","03rd January, 2024"
Kigoma,Kigoma,"78,000","83,000","03rd January, 2024"
Rukwa,Sumbawanga,"65,000","68,000","03rd January, 2024"
Dar es saalam,Ilala,"75,000","80,000","10th January, 2024"
Dar es saalam,Temeke,"80,000","90,000","10th January, 2024"
Kilimanjaro,Moshi,"85,000","85,000","10th January, 2024"
Singida,Singida,"65,000","75,000","10th January, 2024"
Arusha,Arusha,"72,000","73,000","10th January, 2024"
Dodoma,Majengo,"67,000","70,000","10th January, 2024"
Morogoro,Morogoro,"87,500","88,000","10th January, 2024"
Mtwara,Mtwara Dc,"85,000","90,000","10th January, 2024"
Lindi,Lindi Mc,"90,000","100,000","10th January, 2024"
Iringa,Iringa,"70,000","80,000","10th January, 2024"
Tanga,Tanga,"110,000","110,000","10th January, 2024"
Tabora,Tabora,"78,000","82,000","10th January, 2024"
Geita,Geita,"92,500","92,500","10th January, 2024"
Kagera,Bukoba,"85,000","90,000","10th January, 2024"
Mara,Musoma,"90,000","90,000","10th January, 2024"
Katavi,Mpimbwe,"75,000","75,000","10th January, 2024"
Manyara,Manyara,"80,000","102,000","10th January, 2024"
Mbeya,Mbeya,"80,000","80,000","10th January, 2024"
Ruvuma,Songea,"50,000","55,000","10th January, 2024"
Shinyanga,Shinyanga,"100,000","120,000","10th January, 2024"
Mwanza,Mwanza,"80,000","90,000","10th January, 2024"
Pwani,Pwani,"110,000","114,000","10th January, 2024"
Simiyu,Bariadi TC,"90,000","90,000","10th January, 2024"
Kigoma,Kigoma,"77,780","83,300","10th January, 2024"
Rukwa,Sumbawanga,"65,000","68,000","10th January, 2024"
Dar es saalam,Ilala,"75,000","80,000","15th January, 2024"
Dar es saalam,Temeke,"80,000","90,000","15th January, 2024"
Kilimanjaro,Moshi,"85,000","85,000","15th January, 2024"
Singida,Singida,"65,000","75,000","15th January, 2024"
Arusha,Arusha,"70,000","72,000","15th January, 2024"
Dodoma,Majengo,"67,000","70,000","15th January, 2024"
Morogoro,Morogoro,"87,500","88,000","15th January, 2024"
Mtwara,Mtwara Dc,"85,000","90,000","15th January, 2024"
Lindi,Lindi Mc,"90,000","100,000","15th January, 2024"
Iringa,Iringa,"70,000","80,000","15th January, 2024"
Tanga,Tanga,"110,000","110,000","15th January, 2024"
Tabora,Tabora,"78,000","82,000","15th January, 2024"
Geita,Geita,"92,500","92,500","15th January, 2024"
Kagera,Bukoba,"85,000","90,000","15th January, 2024"
Mara,Musoma,"90,000","90,000","15th January, 2024"
Katavi,Mpimbwe,"75,000","75,000","15th January, 2024"
Manyara,Manyara,"80,000","102,000","15th January, 2024"
Mbeya,Mbeya,"80,000","80,000","15th January, 2024"
Ruvuma,Songea,"50,000","55,000","15th January, 2024"
Shinyanga,Shinyanga,"100,000","120,000","15th January, 2024"
Mwanza,Mwanza,"80,000","90,000","15th January, 2024"
Pwani,Pwani,"110,000","114,000","15th January, 2024"
Simiyu,Bariadi TC,"90,000","90,000","15th January, 2024"
Kigoma,Kigoma,"77,780","83,300","15th January, 2024"
Rukwa,Sumbawanga,"65,000","68,000","15th January, 2024"
Dar es saalam,Ilala,"75,000","80,000","17th January, 2024"
Dar es saalam,Temeke,"80,000","90,000","17th January, 2024"
Kilimanjaro,Moshi,"85,000","85,000","17th January, 2024"
Singida,Singida,"65,000","75,000","17th January, 2024"
Arusha,Arusha,"70,000","72,000","17th January, 2024"
Dodoma,Majengo,"67,000","70,000","17th January, 2024"
Morogoro,Morogoro,"87,500","88,000","17th January, 2024"
Mtwara,Mtwara Dc,"85,000","90,000","17th January, 2024"
Lindi,Lindi Mc,"90,000","100,000","17th January, 2024"
Iringa,Iringa,"70,000","80,000","17th January, 2024"
Tanga,Tanga,"110,000","110,000","17th January, 2024"
Tabora,Tabora,"78,000","82,000","17th January, 2024"
Geita,Geita,"92,500","92,500","17th January, 2024"
Kagera,Bukoba,"85,000","90,000","17th January, 2024"
Mara,Musoma,"90,000","90,000","17th January, 2024"
Katavi,Mpimbwe,"75,000","75,000","17th January, 2024"
Manyara,Manyara,"80,000","102,000","17th January, 2024"
Mbeya,Mbeya,"80,000","80,000","17th January, 2024"
Ruvuma,Songea,"50,000","55,000","17th January, 2024"
Shinyanga,Shinyanga,"100,000","120,000","17th January, 2024"
Mwanza,Mwanza,"80,000","90,000","17th January, 2024"
Pwani,Pwani,"110,000","114,000","17th January, 2024"
Simiyu,Bariadi TC,"90,000","90,000","17th January, 2024"
Kigoma,Kigoma,"77,780","83,300","17th January, 2024"
Rukwa,Sumbawanga,"65,000","68,000","17th January, 2024"
Dar es saalam,Ilala,"75,000","80,000","19th January, 2024"
Dar es saalam,Temeke,"80,000","90,000","19th January, 2024"
Kilimanjaro,Moshi,"85,000","85,000","19th January, 2024"
Singida,Singida,"65,000","75,000","19th January, 2024"
Arusha,Arusha,"70,000","72,000","19th January, 2024"
Dodoma,Majengo,"67,000","70,000","19th January, 2024"
Morogoro,Morogoro,"87,500","88,000","19th January, 2024"
Mtwara,Mtwara Dc,"85,000","90,000","19th January, 2024"
Lindi,Lindi Mc,"90,000","100,000","19th January, 2024"
Iringa,Iringa,"70,000","80,000","19th January, 2024"
Tanga,Tanga,"110,000","110,000","19th January, 2024"
Tabora,Tabora,"78,000","82,000","19th January, 2024"
Geita,Geita,"92,500","92,500","19th January, 2024"
Kagera,Bukoba,"85,000","90,000","19th January, 2024"
Mara,Musoma,"90,000","90,000","19th January, 2024"
Katavi,Mpimbwe,"75,000","75,000","19th January, 2024"
Manyara,Manyara,"80,000","102,000","19th January, 2024"
Mbeya,Mbeya,"80,000","80,000","19th January, 2024"
Ruvuma,Songea,"50,000","55,000","19th January, 2024"
Shinyanga,Shinyanga,"100,000","120,000","19th January, 2024"
Mwanza,Mwanza,"80,000","90,000","19th January, 2024"
Pwani,Pwani,"110,000","114,000","19th January, 2024"
Simiyu,Bariadi TC,"90,000","90,000","19th January, 2024"
Kigoma,Kigoma,"77,780","83,300","19th January, 2024"
Rukwa,Sumbawanga,"65,000","68,000","19th January, 2024"
Dar es saalam,Ilala,"75,000","80,000","22nd January, 2024"
Dar es saalam,Temeke,"80,000","90,000","22nd January, 2024"
Kilimanjaro,Moshi,"85,000","85,000","22nd January, 2024"
Singida,Singida,"65,000","75,000","22nd January, 2024"
Arusha,Arusha,"70,000","75,000","22nd January, 2024"
Dodoma,Majengo,"68,000","72,000","22nd January, 2024"
Morogoro,Morogoro,"87,500","88,000","22nd January, 2024"
